number	value	datetime_start	datetime_complete	params_loss.adversarial_temperature	params_loss.margin	params_model.embedding_dim	params_negative_sampler.num_negs_per_pos	params_optimizer.lr	params_training.batch_size	user_attrs_avg.adjusted_mean_rank	user_attrs_avg.hits_at_1	user_attrs_avg.hits_at_10	user_attrs_avg.hits_at_3	user_attrs_avg.hits_at_5	user_attrs_avg.mean_rank	user_attrs_avg.mean_reciprocal_rank	user_attrs_best.hits_at_1	user_attrs_best.hits_at_10	user_attrs_best.hits_at_3	user_attrs_best.hits_at_5	user_attrs_best.mean_rank	user_attrs_best.mean_reciprocal_rank	user_attrs_failure	user_attrs_random_seed	user_attrs_stopped_epoch	user_attrs_worst.hits_at_1	user_attrs_worst.hits_at_10	user_attrs_worst.hits_at_3	user_attrs_worst.hits_at_5	user_attrs_worst.mean_rank	user_attrs_worst.mean_reciprocal_rank	system_attrs__number	system_attrs_fail_reason	state
62		2020-07-24 17:04:32.014334	2020-07-24 17:04:51.535348	0.7894667797685885	27.118228260117213	64	5	0.0733412070517551	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									62	Setting status of trial#62 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
63		2020-07-24 17:04:51.535367	2020-07-24 17:05:20.544226	0.2757470711249911	28.701926485217765	128	3	0.06242970677326509	256														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									63	Setting status of trial#63 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
64		2020-07-24 17:05:20.544243	2020-07-24 17:05:52.659709	0.8341223512270547	7.452437611707295	64	4	0.05697355869075528	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									64	Setting status of trial#64 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
65		2020-07-24 17:05:52.659726	2020-07-24 17:06:42.683682	0.5952441442114067	16.441339790838597	64	1	0.0890930921896839	128														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									65	Setting status of trial#65 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
66		2020-07-24 17:06:42.683702	2020-07-24 17:07:02.310424	0.8941395261017733	16.946561498044282	64	9	0.09530211943714523	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									66	Setting status of trial#66 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
67		2020-07-24 17:07:02.310440	2020-07-24 17:07:22.263552	0.39728412149121417	28.211617465216868	128	6	0.08801428920763887	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									67	Setting status of trial#67 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
68		2020-07-24 17:07:22.263569	2020-07-24 17:07:50.445147	0.7555158424752838	18.30699365741053	64	1	0.025422693818921496	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									68	Setting status of trial#68 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
69		2020-07-24 17:07:50.445166	2020-07-24 17:08:10.075234	0.32979549245838213	12.762181894344339	64	5	0.05151560054994874	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									69	Setting status of trial#69 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
70		2020-07-24 17:08:10.075251	2020-07-24 17:08:42.223414	0.18183184222858412	18.346196703042	64	6	0.001686711527433653	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									70	Setting status of trial#70 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
71		2020-07-24 17:08:42.223431	2020-07-24 17:09:02.116706	0.7527750369958084	24.115414202871047	128	8	0.035029431703339865	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									71	Setting status of trial#71 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
72		2020-07-24 17:09:02.116725	2020-07-24 17:09:22.493150	0.9211807540863637	20.997362864362014	128	10	0.01933315088516776	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									72	Setting status of trial#72 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
73		2020-07-24 17:09:22.493167	2020-07-24 17:10:13.906467	0.7736036836134477	2.2912770623238403	128	4	0.0768208240059362	128														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									73	Setting status of trial#73 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
74		2020-07-24 17:10:13.906484	2020-07-24 17:10:33.925173	0.6738564488762203	8.227369802420643	128	7	0.027642002224405895	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									74	Setting status of trial#74 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
75		2020-07-24 17:10:33.925192	2020-07-24 17:10:53.498015	0.9249328528339738	8.51803684397712	64	10	0.007603505972079267	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									75	Setting status of trial#75 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
76		2020-07-24 17:10:53.498032	2020-07-24 17:11:21.711043	0.5565492493244398	1.185288699898646	64	1	0.09331465174128337	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									76	Setting status of trial#76 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
77		2020-07-24 17:11:21.711066	2020-07-24 17:11:50.183480	0.584084690007848	7.713205938532055	64	3	0.06182695816197036	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									77	Setting status of trial#77 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
78		2020-07-24 17:11:50.183498	2020-07-24 17:12:48.725957	0.49840562191250004	4.672745983763988	128	9	0.014715051364192162	128														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									78	Setting status of trial#78 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
79		2020-07-24 17:12:48.725974	2020-07-24 17:13:08.077887	0.16229527014382716	27.26136492938293	64	3	0.0569880359751989	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									79	Setting status of trial#79 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
80		2020-07-24 17:13:08.077903	2020-07-24 17:13:36.806497	0.4072049667670882	4.080925797545815	128	1	0.007346222611818906	256														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									80	Setting status of trial#80 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
81		2020-07-24 17:13:36.806517	2020-07-24 17:14:08.892419	0.10310107747103342	11.099738913409515	64	4	0.004774297339666748	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									81	Setting status of trial#81 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
82		2020-07-24 17:14:08.892435	2020-07-24 17:15:07.615234	0.4976465106725346	20.25399966735131	128	10	0.08472353714345882	128														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									82	Setting status of trial#82 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
83		2020-07-24 17:15:07.615255	2020-07-24 17:15:36.002109	0.18829011305872467	28.28250633254557	64	1	0.07360577431768849	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									83	Setting status of trial#83 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
84		2020-07-24 17:15:36.002125	2020-07-24 17:15:56.105859	0.7214469749418578	26.29759156034372	128	6	0.04518158401709538	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									84	Setting status of trial#84 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
85		2020-07-24 17:15:56.105875	2020-07-24 17:16:13.880090	0.6466807017840644	19.866546446098184	128	1	0.07428492505966677	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									85	Setting status of trial#85 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
86		2020-07-24 17:16:13.880108	2020-07-24 17:16:46.342332	0.42567206257766843	20.295287589212574	128	5	0.011916872096160661	256														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									86	Setting status of trial#86 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
87		2020-07-24 17:16:46.342351	2020-07-24 17:17:44.690863	0.8493452086905311	29.641441020893215	128	9	0.05231009176272582	128														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									87	Setting status of trial#87 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
88		2020-07-24 17:17:44.690883	2020-07-24 17:18:04.474229	0.3400113526022889	10.30735589704058	128	7	0.012656726235744462	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									88	Setting status of trial#88 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
89		2020-07-24 17:18:04.474246	2020-07-24 17:19:02.365819	0.3232224757257917	17.906588719294554	64	9	0.09468712519754742	128														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									89	Setting status of trial#89 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
90		2020-07-24 17:19:02.365838	2020-07-24 17:19:52.700544	0.6859864667194547	13.956727701637051	64	2	0.011433062959488666	128														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									90	Setting status of trial#90 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
91		2020-07-24 17:19:52.700561	2020-07-24 17:20:12.792524	0.761875503372384	16.41582673429412	128	9	0.03726005207926767	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									91	Setting status of trial#91 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
92		2020-07-24 17:20:12.792540	2020-07-24 17:20:32.442426	0.7632139710247334	3.979864512317817	64	6	0.03480482881604189	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									92	Setting status of trial#92 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
93		2020-07-24 17:20:32.442445	2020-07-24 17:21:04.818173	0.4150445295730363	20.3505249971579	64	10	0.04569578291637434	256														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									93	Setting status of trial#93 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
94		2020-07-24 17:21:04.818191	2020-07-24 17:21:37.317018	0.6262246412800873	22.783891317596847	128	6	0.05165297160525739	256														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									94	Setting status of trial#94 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
95		2020-07-24 17:21:37.317035	2020-07-24 17:21:56.890839	0.6389420987969594	1.4220749714871395	64	7	0.09809229755410881	512														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									95	Setting status of trial#95 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
96		2020-07-24 17:21:56.890859	2020-07-24 17:22:14.679534	0.36243123379934084	14.612253583696262	128	1	0.07799588106617547	512														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									96	Setting status of trial#96 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
97		2020-07-24 17:22:14.679553	2020-07-24 17:23:13.184376	0.10779681354020852	15.743034779217115	128	9	0.06811548543824658	128														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									97	Setting status of trial#97 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
98		2020-07-24 17:23:13.184393	2020-07-24 17:23:45.920897	0.6202327100598325	16.559890563687862	128	5	0.05842185106474918	256														CUDA out of memory. Tried to allocate 2.35 GiB (GPU 0; 31.72 GiB total capacity; 26.75 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									98	Setting status of trial#98 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
99		2020-07-24 17:23:45.920916	2020-07-24 17:24:36.246485	0.5407603754103825	8.246811974620613	64	2	0.05955104511999129	128														CUDA out of memory. Tried to allocate 1.18 GiB (GPU 0; 31.72 GiB total capacity; 26.73 GiB already allocated; 573.88 MiB free; 30.23 GiB reserved in total by PyTorch)									99	Setting status of trial#99 as TrialState.FAIL because the returned value from the objective function cannot be casted to float. Returned value is: None	FAIL
